experiment,category,seed,method,fit_images,branch_calibration_images,threshold_calibration_images,total_normal_images,fit_and_score_seconds,rss_mb,memory_vectors,memory_bytes,patchcore_scoring_seconds,branch_upper_quantile,image_auroc,image_ap,pixel_auroc,pixel_ap,threshold,threshold_alpha,threshold_calibration_count,threshold_conformal_rank,threshold_is_finite,threshold_min_attainable_alpha,image_f1_conformal,image_f1_normal95,image_precision_conformal,image_recall_conformal,image_specificity_conformal,image_balanced_accuracy_conformal,normal_fpr_conformal,false_alarms_per_1000_normals,test_true_positive,test_false_positive,test_true_negative,test_false_negative,weight,normal_budget,upper_quantile,branch_calibration_fraction,translation_px,brightness,descriptor_channels,condition,translation_dx,translation_dy,border_mode,registration_dx,registration_dy,interior_image_auroc,interior_image_ap,interior_normal_fpr,interior_recall,valid_pixel_fraction,normal_budget_requested,normal_budget_achieved,allocation_strategy,priority_target,priority_achieved
main,carpet,20260714,frequency_only,196.0,42.0,42.0,280.0,0.16190070798620582,1615.84375,1800,691200,0.1232190000009723,0.995,0.456661316211878,0.7723598174709133,0.7037167566683155,0.1482540634016993,1.681249976158142,0.05,42.0,41.0,True,0.023255813953488372,0.08602150537634409,0.08602150537634409,1.0,0.0449438202247191,1.0,0.5224719101123596,0.0,0.0,4,0,28,85,,,,,,,,,,,,,,,,,,,,,,,
main,carpet,20260714,padim_diag,196.0,42.0,42.0,280.0,0.16190070798620582,1742.453125,1800,691200,0.1232190000009723,0.995,0.920545746388443,0.9763280814444044,0.9790169212540925,0.36991457873640415,6.56131649017334,0.05,42.0,41.0,True,0.023255813953488372,0.8795180722891566,0.8795180722891566,0.948051948051948,0.8202247191011236,0.8571428571428571,0.8386837881219904,0.14285714285714285,142.85714285714286,73,4,24,16,,,,,,,,,,,,,,,,,,,,,,,
main,carpet,20260714,padim_freq_gate,196.0,42.0,42.0,280.0,0.16190070798620582,1742.53125,1800,691200,0.1232190000009723,0.995,0.9213483146067416,0.9766799000684645,0.9791575643787692,0.3735434204844428,6.56131649017334,0.05,42.0,41.0,True,0.023255813953488372,0.8795180722891566,0.8795180722891566,0.948051948051948,0.8202247191011236,0.8571428571428571,0.8386837881219904,0.14285714285714285,142.85714285714286,73,4,24,16,,,,,,,,,,,,,,,,,,,,,,,
main,carpet,20260714,patchcore_lite,196.0,42.0,42.0,280.0,0.16190070798620582,1742.515625,1800,691200,0.1232190000009723,0.995,0.9141252006420545,0.9734425626753929,0.9814281713189077,0.601076656150409,1.5734189748764038,0.05,42.0,41.0,True,0.023255813953488372,0.9248554913294798,0.9248554913294798,0.9523809523809523,0.898876404494382,0.8571428571428571,0.8780096308186196,0.14285714285714285,142.85714285714286,80,4,24,9,,,,,,,,,,,,,,,,,,,,,,,
strong_baseline,carpet,20260714,patchcore_wr50_compact,196.0,42.0,42.0,,1.1073370410013013,,1800,1843200,,,0.9803370786516854,0.9944347158089295,0.9823627241590608,0.4737807873886396,1.8284779787063599,0.05,42.0,41.0,True,0.023255813953488372,0.9529411764705882,0.9529411764705882,1.0,0.9101123595505618,1.0,0.9550561797752809,0.0,0.0,81,0,28,8,,,,,,,256.0,,,,,,,,,,,,,,,,
main,carpet,20260715,freqpatch_lite,196.0,42.0,42.0,280.0,0.14604316701297648,1750.53125,1800,691200,0.11137408300419338,0.995,0.9097110754414125,0.9728298569492667,0.9812385486169645,0.6078022458879537,1.595776915550232,0.05,42.0,41.0,True,0.023255813953488372,0.9257142857142857,0.9257142857142857,0.9418604651162791,0.9101123595505618,0.8214285714285714,0.8657704654895666,0.17857142857142858,178.57142857142858,81,5,23,8,,,,,,,,,,,,,,,,,,,,,,,
main,carpet,20260715,frequency_only,196.0,42.0,42.0,280.0,0.14604316701297648,1743.671875,1800,691200,0.11137408300419338,0.995,0.4723113964686998,0.7755129751453484,0.7062600685789343,0.1535251600283926,1.2735480070114136,0.05,42.0,41.0,True,0.023255813953488372,0.25,0.25,0.8666666666666667,0.14606741573033707,0.9285714285714286,0.5373194221508828,0.07142857142857142,71.42857142857143,13,2,26,76,,,,,,,,,,,,,,,,,,,,,,,
main,carpet,20260715,padim_diag,196.0,42.0,42.0,280.0,0.14604316701297648,1750.390625,1800,691200,0.11137408300419338,0.995,0.9205457463884429,0.976284838894202,0.9792509599081503,0.36756263576591264,10.155586242675781,0.05,42.0,41.0,True,0.023255813953488372,0.8258064516129032,0.8258064516129032,0.9696969696969697,0.7191011235955056,0.9285714285714286,0.8238362760834671,0.07142857142857142,71.42857142857143,64,2,26,25,,,,,,,,,,,,,,,,,,,,,,,
main,carpet,20260715,padim_freq_gate,196.0,42.0,42.0,280.0,0.14604316701297648,1750.390625,1800,691200,0.11137408300419338,0.995,0.9213483146067415,0.9765176403275938,0.9793735353598858,0.370213679834211,10.155586242675781,0.05,42.0,41.0,True,0.023255813953488372,0.8258064516129032,0.8258064516129032,0.9696969696969697,0.7191011235955056,0.9285714285714286,0.8238362760834671,0.07142857142857142,71.42857142857143,64,2,26,25,,,,,,,,,,,,,,,,,,,,,,,
main,carpet,20260715,patchcore_lite,196.0,42.0,42.0,280.0,0.14604316701297648,1750.53125,1800,691200,0.11137408300419338,0.995,0.9085072231139647,0.9722908430425893,0.9811999413675782,0.60140111809217,1.595776915550232,0.05,42.0,41.0,True,0.023255813953488372,0.9257142857142857,0.9257142857142857,0.9418604651162791,0.9101123595505618,0.8214285714285714,0.8657704654895666,0.17857142857142858,178.57142857142858,81,5,23,8,,,,,,,,,,,,,,,,,,,,,,,
strong_baseline,carpet,20260715,patchcore_wr50_compact,196.0,42.0,42.0,,1.0895660829846747,,1800,1843200,,,0.9715088282504011,0.9923308563925183,0.983503877391863,0.48328915894743807,1.8044532537460327,0.05,42.0,41.0,True,0.023255813953488372,0.9529411764705882,0.9529411764705882,1.0,0.9101123595505618,1.0,0.9550561797752809,0.0,0.0,81,0,28,8,,,,,,,256.0,,,,,,,,,,,,,,,,
main,carpet,20260716,freqpatch_lite,196.0,42.0,42.0,280.0,0.14623595899320208,1879.734375,1800,691200,0.11158133301069029,0.995,0.9113162118780096,0.9705703786974139,0.9825983189403011,0.6162767757001963,1.7206321954727173,0.05,42.0,41.0,True,0.023255813953488372,0.9101796407185628,0.9101796407185628,0.9743589743589743,0.8539325842696629,0.9285714285714286,0.8912520064205458,0.07142857142857142,71.42857142857143,76,2,26,13,,,,,,,,,,,,,,,,,,,,,,,
main,carpet,20260716,frequency_only,196.0,42.0,42.0,280.0,0.14623595899320208,1751.796875,1800,691200,0.11158133301069029,0.995,0.4337881219903692,0.7597243264306632,0.7055866313898449,0.14763678247877557,1.4530394077301025,0.05,42.0,41.0,True,0.023255813953488372,0.18,0.18,0.8181818181818182,0.10112359550561797,0.9285714285714286,0.5148475120385233,0.07142857142857142,71.42857142857143,9,2,26,80,,,,,,,,,,,,,,,,,,,,,,,
main,carpet,20260716,padim_diag,196.0,42.0,42.0,280.0,0.14623595899320208,1879.765625,1800,691200,0.11158133301069029,0.995,0.913322632423756,0.9740992923915102,0.9790643664439356,0.36518283252079264,6.784360408782959,0.05,42.0,41.0,True,0.023255813953488372,0.8809523809523809,0.8809523809523809,0.9367088607594937,0.8314606741573034,0.8214285714285714,0.8264446227929374,0.17857142857142858,178.57142857142858,74,5,23,15,,,,,,,,,,,,,,,,,,,,,,,
main,carpet,20260716,padim_freq_gate,196.0,42.0,42.0,280.0,0.14623595899320208,1879.78125,1800,691200,0.11158133301069029,0.995,0.9149277688603532,0.9747293240327777,0.9791936472475952,0.36828072667869455,6.784360408782959,0.05,42.0,41.0,True,0.023255813953488372,0.8809523809523809,0.8809523809523809,0.9367088607594937,0.8314606741573034,0.8214285714285714,0.8264446227929374,0.17857142857142858,178.57142857142858,74,5,23,15,,,,,,,,,,,,,,,,,,,,,,,
main,carpet,20260716,patchcore_lite,196.0,42.0,42.0,280.0,0.14623595899320208,1879.734375,1800,691200,0.11158133301069029,0.995,0.9113162118780096,0.9705703786974139,0.9825569764411273,0.6101254262448862,1.7206321954727173,0.05,42.0,41.0,True,0.023255813953488372,0.9101796407185628,0.9101796407185628,0.9743589743589743,0.8539325842696629,0.9285714285714286,0.8912520064205458,0.07142857142857142,71.42857142857143,76,2,26,13,,,,,,,,,,,,,,,,,,,,,,,
strong_baseline,carpet,20260716,patchcore_wr50_compact,196.0,42.0,42.0,,1.1014653330203146,,1800,1843200,,,0.9775280898876404,0.9937872174601858,0.9831278673883294,0.47802002861357656,1.4934964179992676,0.05,42.0,41.0,True,0.023255813953488372,0.9540229885057471,0.9540229885057471,0.9764705882352941,0.9325842696629213,0.9285714285714286,0.930577849117175,0.07142857142857142,71.42857142857143,83,2,26,6,,,,,,,256.0,,,,,,,,,,,,,,,,
main,grid,20260714,freqpatch_lite,184.0,40.0,40.0,264.0,0.1026169579999987,1963.28125,1800,691200,0.07644887501373887,0.995,0.4770258980785297,0.7261418660586544,0.8637731699413423,0.05605845316703718,1.598124623298645,0.05,40.0,39.0,True,0.024390243902439025,0.034482758620689655,0.034482758620689655,1.0,0.017543859649122806,1.0,0.5087719298245614,0.0,0.0,1,0,21,56,,,,,,,,,,,,,,,,,,,,,,,
main,grid,20260714,frequency_only,184.0,40.0,40.0,264.0,0.1026169579999987,1959.46875,1800,691200,0.07644887501373887,0.995,0.379281537176274,0.6738537317388562,0.4914877392765251,0.006496587857260327,1.1537330150604248,0.05,40.0,39.0,True,0.024390243902439025,0.2894736842105263,0.2894736842105263,0.5789473684210527,0.19298245614035087,0.6190476190476191,0.40601503759398494,0.38095238095238093,380.9523809523809,11,8,13,46,,,,,,,,,,,,,,,,,,,,,,,
main,grid,20260714,padim_diag,184.0,40.0,40.0,264.0,0.1026169579999987,1962.25,1800,691200,0.07644887501373887,0.995,0.7050960735171262,0.8594304222308903,0.9005502486776804,0.07820343720351372,5.570030689239502,0.05,40.0,39.0,True,0.024390243902439025,0.43243243243243246,0.43243243243243246,0.9411764705882353,0.2807017543859649,0.9523809523809523,0.6165413533834586,0.047619047619047616,47.61904761904761,16,1,20,41,,,,,,,,,,,,,,,,,,,,,,,
main,grid,20260714,padim_freq_gate,184.0,40.0,40.0,264.0,0.1026169579999987,1963.625,1800,691200,0.07644887501373887,0.995,0.7059314954051795,0.860151922952391,0.9005496611227346,0.0782924521021175,5.570030689239502,0.05,40.0,39.0,True,0.024390243902439025,0.43243243243243246,0.43243243243243246,0.9411764705882353,0.2807017543859649,0.9523809523809523,0.6165413533834586,0.047619047619047616,47.61904761904761,16,1,20,41,,,,,,,,,,,,,,,,,,,,,,,
main,grid,20260714,patchcore_lite,184.0,40.0,40.0,264.0,0.1026169579999987,1963.28125,1800,691200,0.07644887501373887,0.995,0.47786131996658315,0.7282304207787881,0.8637721673104766,0.056026532192424094,1.598124623298645,0.05,40.0,39.0,True,0.024390243902439025,0.034482758620689655,0.034482758620689655,1.0,0.017543859649122806,1.0,0.5087719298245614,0.0,0.0,1,0,21,56,,,,,,,,,,,,,,,,,,,,,,,
strong_baseline,grid,20260714,patchcore_wr50_compact,184.0,40.0,40.0,,0.688942707987735,,1800,1843200,,,0.6240601503759399,0.8440872708780537,0.8967207802714677,0.12711847342617852,1.4912116527557373,0.05,40.0,39.0,True,0.024390243902439025,0.4675324675324675,0.4675324675324675,0.9,0.3157894736842105,0.9047619047619048,0.6102756892230576,0.09523809523809523,95.23809523809523,18,2,19,39,,,,,,,256.0,,,,,,,,,,,,,,,,
main,grid,20260715,freqpatch_lite,184.0,40.0,40.0,264.0,0.1063942080072593,1965.375,1800,691200,0.07909474999178201,0.995,0.6031746031746031,0.783916481288955,0.8535462450962336,0.056086999252776694,1.3953793048858643,0.05,40.0,39.0,True,0.024390243902439025,0.30985915492957744,0.30985915492957744,0.7857142857142857,0.19298245614035087,0.8571428571428571,0.525062656641604,0.14285714285714285,142.85714285714286,11,3,18,46,,,,,,,,,,,,,,,,,,,,,,,
main,grid,20260715,frequency_only,184.0,40.0,40.0,264.0,0.1063942080072593,1965.90625,1800,691200,0.07909474999178201,0.995,0.3767752715121136,0.6774690580161953,0.4931168108372108,0.006508745644986005,1.2064582109451294,0.05,40.0,39.0,True,0.024390243902439025,0.19718309859154928,0.19718309859154928,0.5,0.12280701754385964,0.6666666666666666,0.39473684210526316,0.3333333333333333,333.3333333333333,7,7,14,50,,,,,,,,,,,,,,,,,,,,,,,
main,grid,20260715,padim_diag,184.0,40.0,40.0,264.0,0.1063942080072593,1965.390625,1800,691200,0.07909474999178201,0.995,0.7134502923976608,0.8631501247812147,0.8974718227135509,0.07926661676203021,6.148828506469727,0.05,40.0,39.0,True,0.024390243902439025,0.4266666666666667,0.4266666666666667,0.8888888888888888,0.2807017543859649,0.9047619047619048,0.5927318295739348,0.09523809523809523,95.23809523809523,16,2,19,41,,,,,,,,,,,,,,,,,,,,,,,
main,grid,20260715,padim_freq_gate,184.0,40.0,40.0,264.0,0.1063942080072593,1965.390625,1800,691200,0.07909474999178201,0.995,0.7134502923976608,0.8631501247812147,0.8974703769786264,0.079259611506242,6.148828506469727,0.05,40.0,39.0,True,0.024390243902439025,0.4266666666666667,0.4266666666666667,0.8888888888888888,0.2807017543859649,0.9047619047619048,0.5927318295739348,0.09523809523809523,95.23809523809523,16,2,19,41,,,,,,,,,,,,,,,,,,,,,,,
main,grid,20260715,patchcore_lite,184.0,40.0,40.0,264.0,0.1063942080072593,1965.375,1800,691200,0.07909474999178201,0.995,0.6031746031746031,0.783916481288955,0.8535460687869807,0.05608147674000646,1.3953793048858643,0.05,40.0,39.0,True,0.024390243902439025,0.30985915492957744,0.30985915492957744,0.7857142857142857,0.19298245614035087,0.8571428571428571,0.525062656641604,0.14285714285714285,142.85714285714286,11,3,18,46,,,,,,,,,,,,,,,,,,,,,,,
strong_baseline,grid,20260715,patchcore_wr50_compact,184.0,40.0,40.0,,0.6314864579762798,,1800,1843200,,,0.6148705096073516,0.8449656450690674,0.891003002252022,0.12031910409936261,1.4211533069610596,0.05,40.0,39.0,True,0.024390243902439025,0.5542168674698795,0.5542168674698795,0.8846153846153846,0.40350877192982454,0.8571428571428571,0.6303258145363408,0.14285714285714285,142.85714285714286,23,3,18,34,,,,,,,256.0,,,,,,,,,,,,,,,,
main,grid,20260716,freqpatch_lite,184.0,40.0,40.0,264.0,0.1058220419799909,1970.75,1800,691200,0.07858112500980496,0.995,0.5998329156223894,0.7981760797070895,0.857602341371605,0.057379289246483375,1.3481941223144531,0.05,40.0,39.0,True,0.024390243902439025,0.4691358024691358,0.4691358024691358,0.7916666666666666,0.3333333333333333,0.7619047619047619,0.5476190476190476,0.23809523809523808,238.09523809523807,19,5,16,38,,,,,,,,,,,,,,,,,,,,,,,
main,grid,20260716,frequency_only,184.0,40.0,40.0,264.0,0.1058220419799909,1968.078125,1800,691200,0.07858112500980496,0.995,0.3909774436090226,0.6904373839490076,0.4913693417703643,0.006455021317705859,1.1602652072906494,0.05,40.0,39.0,True,0.024390243902439025,0.24324324324324326,0.24324324324324326,0.5294117647058824,0.15789473684210525,0.6190476190476191,0.3884711779448622,0.38095238095238093,380.9523809523809,9,8,13,48,,,,,,,,,,,,,,,,,,,,,,,
main,grid,20260716,padim_diag,184.0,40.0,40.0,264.0,0.1058220419799909,1971.046875,1800,691200,0.07858112500980496,0.995,0.7226399331662489,0.8664554936298214,0.8977664251109192,0.07941616841924395,10.027534484863281,0.05,40.0,39.0,True,0.024390243902439025,0.43243243243243246,0.43243243243243246,0.9411764705882353,0.2807017543859649,0.9523809523809523,0.6165413533834586,0.047619047619047616,47.61904761904761,16,1,20,41,,,,,,,,,,,,,,,,,,,,,,,
main,grid,20260716,padim_freq_gate,184.0,40.0,40.0,264.0,0.1058220419799909,1973.703125,1800,691200,0.07858112500980496,0.995,0.7234753550543024,0.8670124415551905,0.8977643838754663,0.07942873734881577,10.030364990234375,0.05,40.0,39.0,True,0.024390243902439025,0.43243243243243246,0.43243243243243246,0.9411764705882353,0.2807017543859649,0.9523809523809523,0.6165413533834586,0.047619047619047616,47.61904761904761,16,1,20,41,,,,,,,,,,,,,,,,,,,,,,,
main,grid,20260716,patchcore_lite,184.0,40.0,40.0,264.0,0.1058220419799909,1970.75,1800,691200,0.07858112500980496,0.995,0.5998329156223894,0.7981760797070895,0.8576023419513663,0.05737931691300495,1.3481941223144531,0.05,40.0,39.0,True,0.024390243902439025,0.4691358024691358,0.4691358024691358,0.7916666666666666,0.3333333333333333,0.7619047619047619,0.5476190476190476,0.23809523809523808,238.09523809523807,19,5,16,38,,,,,,,,,,,,,,,,,,,,,,,
strong_baseline,grid,20260716,patchcore_wr50_compact,184.0,40.0,40.0,,0.6051903339975979,,1800,1843200,,,0.6357560568086884,0.8553460736419894,0.8939331867062036,0.13047622903558273,1.3741106986999512,0.05,40.0,39.0,True,0.024390243902439025,0.5609756097560976,0.5609756097560976,0.92,0.40350877192982454,0.9047619047619048,0.6541353383458647,0.09523809523809523,95.23809523809523,23,2,19,34,,,,,,,256.0,,,,,,,,,,,,,,,,
main,hazelnut,20260714,freqpatch_lite,273.0,59.0,59.0,391.0,0.17769670899724588,1600.78125,1800,691200,0.12965837499359623,0.995,0.9957142857142857,0.9976612184522662,0.9800611420700411,0.5218455295404647,1.3379751443862915,0.05,59.0,57.0,True,0.016666666666666666,0.9312977099236641,0.9312977099236641,1.0,0.8714285714285714,1.0,0.9357142857142857,0.0,0.0,61,0,40,9,,,,,,,,,,,,,,,,,,,,,,,
main,hazelnut,20260714,frequency_only,273.0,59.0,59.0,391.0,0.17769670899724588,1567.5,1800,691200,0.12965837499359623,0.995,0.6092857142857143,0.6880096863625369,0.9419690478714527,0.2648392207019483,3.7219676971435547,0.05,59.0,57.0,True,0.016666666666666666,0.12987012987012986,0.12987012987012986,0.7142857142857143,0.07142857142857142,0.95,0.5107142857142857,0.05,50.0,5,2,38,65,,,,,,,,,,,,,,,,,,,,,,,
main,hazelnut,20260714,padim_diag,273.0,59.0,59.0,391.0,0.17769670899724588,1601.75,1800,691200,0.12965837499359623,0.995,0.615,0.7283272474637954,0.9391829168379734,0.22486629864790508,2.877405881881714,0.05,59.0,57.0,True,0.016666666666666666,0.27586206896551724,0.27586206896551724,0.7058823529411765,0.17142857142857143,0.875,0.5232142857142857,0.125,125.0,12,5,35,58,,,,,,,,,,,,,,,,,,,,,,,
main,hazelnut,20260714,padim_freq_gate,273.0,59.0,59.0,391.0,0.17769670899724588,1603.328125,1800,691200,0.12965837499359623,0.995,0.6117857142857143,0.7228507160267745,0.9391857580959874,0.2249299851134233,2.877405881881714,0.05,59.0,57.0,True,0.016666666666666666,0.27586206896551724,0.27586206896551724,0.7058823529411765,0.17142857142857143,0.875,0.5232142857142857,0.125,125.0,12,5,35,58,,,,,,,,,,,,,,,,,,,,,,,
main,hazelnut,20260714,patchcore_lite,273.0,59.0,59.0,391.0,0.17769670899724588,1600.78125,1800,691200,0.12965837499359623,0.995,0.9957142857142857,0.9976612184522662,0.9800206064033508,0.5170868893041927,1.3379751443862915,0.05,59.0,57.0,True,0.016666666666666666,0.9312977099236641,0.9312977099236641,1.0,0.8714285714285714,1.0,0.9357142857142857,0.0,0.0,61,0,40,9,,,,,,,,,,,,,,,,,,,,,,,
strong_baseline,hazelnut,20260714,patchcore_wr50_compact,273.0,59.0,59.0,,0.9798558750189841,,1800,1843200,,,0.9999999999999999,1.0,0.9811234998236789,0.49859674766114004,1.2702831029891968,0.05,59.0,57.0,True,0.016666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,70,0,40,0,,,,,,,256.0,,,,,,,,,,,,,,,,
main,hazelnut,20260715,freqpatch_lite,273.0,59.0,59.0,391.0,0.1745627080090344,1642.125,1800,691200,0.13009424999472685,0.995,0.9999999999999999,1.0,0.977435897983205,0.5071496952920228,1.2149407863616943,0.05,59.0,57.0,True,0.016666666666666666,0.9705882352941176,0.9705882352941176,1.0,0.9428571428571428,1.0,0.9714285714285714,0.0,0.0,66,0,40,4,,,,,,,,,,,,,,,,,,,,,,,
main,hazelnut,20260715,frequency_only,273.0,59.0,59.0,391.0,0.1745627080090344,1643.15625,1800,691200,0.13009424999472685,0.995,0.6057142857142859,0.6817278425349413,0.9421272609722114,0.25884133236483414,3.4173903465270996,0.05,59.0,57.0,True,0.016666666666666666,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,40,70,,,,,,,,,,,,,,,,,,,,,,,
main,hazelnut,20260715,padim_diag,273.0,59.0,59.0,391.0,0.1745627080090344,1643.3125,1800,691200,0.13009424999472685,0.995,0.6028571428571429,0.7210093094531761,0.9343226350033483,0.2090801153421767,6.189639091491699,0.05,59.0,57.0,True,0.016666666666666666,0.05555555555555555,0.05555555555555555,1.0,0.02857142857142857,1.0,0.5142857142857142,0.0,0.0,2,0,40,68,,,,,,,,,,,,,,,,,,,,,,,
main,hazelnut,20260715,padim_freq_gate,273.0,59.0,59.0,391.0,0.1745627080090344,1643.3125,1800,691200,0.13009424999472685,0.995,0.6042857142857142,0.719885428584353,0.9343176646128161,0.20894393970027375,6.189639091491699,0.05,59.0,57.0,True,0.016666666666666666,0.05555555555555555,0.05555555555555555,1.0,0.02857142857142857,1.0,0.5142857142857142,0.0,0.0,2,0,40,68,,,,,,,,,,,,,,,,,,,,,,,
main,hazelnut,20260715,patchcore_lite,273.0,59.0,59.0,391.0,0.1745627080090344,1642.125,1800,691200,0.13009424999472685,0.995,0.9999999999999999,1.0,0.9774265484395941,0.5058123711888625,1.2149407863616943,0.05,59.0,57.0,True,0.016666666666666666,0.9705882352941176,0.9705882352941176,1.0,0.9428571428571428,1.0,0.9714285714285714,0.0,0.0,66,0,40,4,,,,,,,,,,,,,,,,,,,,,,,
strong_baseline,hazelnut,20260715,patchcore_wr50_compact,273.0,59.0,59.0,,0.9170554579759482,,1800,1843200,,,0.9999999999999999,1.0,0.980355133384168,0.5073307883165947,1.2659542560577393,0.05,59.0,57.0,True,0.016666666666666666,0.9928057553956835,0.9928057553956835,1.0,0.9857142857142858,1.0,0.9928571428571429,0.0,0.0,69,0,40,1,,,,,,,256.0,,,,,,,,,,,,,,,,
main,hazelnut,20260716,freqpatch_lite,273.0,59.0,59.0,391.0,0.17630787499365397,1648.625,1800,691200,0.13178412499837577,0.995,0.9864285714285714,0.9920259055437222,0.978761221712339,0.49679727206722235,1.2610023021697998,0.05,59.0,57.0,True,0.016666666666666666,0.9090909090909091,0.9090909090909091,0.967741935483871,0.8571428571428571,0.95,0.9035714285714285,0.05,50.0,60,2,38,10,,,,,,,,,,,,,,,,,,,,,,,
main,hazelnut,20260716,frequency_only,273.0,59.0,59.0,391.0,0.17630787499365397,1649.625,1800,691200,0.13178412499837577,0.995,0.6128571428571429,0.6777458694365364,0.94377682176554,0.26715092906499205,3.090402841567993,0.05,59.0,57.0,True,0.016666666666666666,0.17073170731707318,0.17073170731707318,0.5833333333333334,0.1,0.875,0.4875,0.125,125.0,7,5,35,63,,,,,,,,,,,,,,,,,,,,,,,
main,hazelnut,20260716,padim_diag,273.0,59.0,59.0,391.0,0.17630787499365397,1649.84375,1800,691200,0.13178412499837577,0.995,0.6246428571428572,0.7322802765158318,0.9377760824400118,0.21510935239892087,2.780585765838623,0.05,59.0,57.0,True,0.016666666666666666,0.32967032967032966,0.32967032967032966,0.7142857142857143,0.21428571428571427,0.85,0.5321428571428571,0.15,150.0,15,6,34,55,,,,,,,,,,,,,,,,,,,,,,,
main,hazelnut,20260716,padim_freq_gate,273.0,59.0,59.0,391.0,0.17630787499365397,1649.96875,1800,691200,0.13178412499837577,0.995,0.6210714285714285,0.7263099313285711,0.937776962520916,0.21511731054492192,2.780585765838623,0.05,59.0,57.0,True,0.016666666666666666,0.32967032967032966,0.32967032967032966,0.7142857142857143,0.21428571428571427,0.85,0.5321428571428571,0.15,150.0,15,6,34,55,,,,,,,,,,,,,,,,,,,,,,,
main,hazelnut,20260716,patchcore_lite,273.0,59.0,59.0,391.0,0.17630787499365397,1648.625,1800,691200,0.13178412499837577,0.995,0.9864285714285714,0.9920259055437222,0.9787329775311759,0.49330236530569044,1.2610023021697998,0.05,59.0,57.0,True,0.016666666666666666,0.9090909090909091,0.9090909090909091,0.967741935483871,0.8571428571428571,0.95,0.9035714285714285,0.05,50.0,60,2,38,10,,,,,,,,,,,,,,,,,,,,,,,
strong_baseline,hazelnut,20260716,patchcore_wr50_compact,273.0,59.0,59.0,,0.9186065419926308,,1800,1843200,,,0.9985714285714286,0.9991775877527986,0.9792003478044524,0.4778987202025932,1.4829821586608887,0.05,59.0,57.0,True,0.016666666666666666,0.9629629629629629,0.9629629629629629,1.0,0.9285714285714286,1.0,0.9642857142857143,0.0,0.0,65,0,40,5,,,,,,,256.0,,,,,,,,,,,,,,,,
main,leather,20260714,freqpatch_lite,171.0,37.0,37.0,245.0,0.13311075000092387,1961.40625,1800,691200,0.10389583298820071,0.995,0.9966032608695652,0.9988181500187222,0.9926227004905988,0.45771778417219966,2.45367169380188,0.05,37.0,37.0,True,0.02631578947368421,0.9891304347826086,0.9891304347826086,0.9891304347826086,0.9891304347826086,0.96875,0.9789402173913043,0.03125,31.25,91,1,31,1,,,,,,,,,,,,,,,,,,,,,,,
main,leather,20260714,frequency_only,171.0,37.0,37.0,245.0,0.13311075000092387,1925.671875,1800,691200,0.10389583298820071,0.995,0.727921195652174,0.9015150755397012,0.7543912895076275,0.21176843618370747,1.9267656803131104,0.05,37.0,37.0,True,0.02631578947368421,0.8080808080808081,0.8080808080808081,0.7547169811320755,0.8695652173913043,0.1875,0.5285326086956521,0.8125,812.5,80,26,6,12,,,,,,,,,,,,,,,,,,,,,,,
main,leather,20260714,padim_diag,171.0,37.0,37.0,245.0,0.13311075000092387,1927.234375,1800,691200,0.10389583298820071,0.995,0.9847146739130435,0.994847753263505,0.9762605553469091,0.17440705177533106,6.011021614074707,0.05,37.0,37.0,True,0.02631578947368421,0.9438202247191011,0.9438202247191011,0.9767441860465116,0.9130434782608695,0.9375,0.9252717391304348,0.0625,62.5,84,2,30,8,,,,,,,,,,,,,,,,,,,,,,,
main,leather,20260714,padim_freq_gate,171.0,37.0,37.0,245.0,0.13311075000092387,1979.15625,1800,691200,0.10389583298820071,0.995,0.9850543478260869,0.9949532596018372,0.9770269713924856,0.18589544194008564,6.011021614074707,0.05,37.0,37.0,True,0.02631578947368421,0.9497206703910615,0.9497206703910615,0.9770114942528736,0.9239130434782609,0.9375,0.9307065217391304,0.0625,62.5,85,2,30,7,,,,,,,,,,,,,,,,,,,,,,,
main,leather,20260714,patchcore_lite,171.0,37.0,37.0,245.0,0.13311075000092387,1961.40625,1800,691200,0.10389583298820071,0.995,0.9989809782608696,0.9996455297350169,0.9922245431695949,0.43799406695872667,2.45367169380188,0.05,37.0,37.0,True,0.02631578947368421,0.9836065573770492,0.9836065573770492,0.989010989010989,0.9782608695652174,0.96875,0.9735054347826086,0.03125,31.25,90,1,31,2,,,,,,,,,,,,,,,,,,,,,,,
strong_baseline,leather,20260714,patchcore_wr50_compact,171.0,37.0,37.0,,1.1898640840081498,,1800,1843200,,,1.0,1.0,0.9925792367294413,0.4003571373996823,2.141331911087036,0.05,37.0,37.0,True,0.02631578947368421,0.9777777777777777,0.9777777777777777,1.0,0.9565217391304348,1.0,0.9782608695652174,0.0,0.0,88,0,32,4,,,,,,,256.0,,,,,,,,,,,,,,,,
main,leather,20260715,freqpatch_lite,171.0,37.0,37.0,245.0,0.15109808300621808,2133.078125,1800,691200,0.10575854199123569,0.995,0.9969429347826086,0.9988999039930214,0.9926792248758252,0.45557151413627217,2.010432243347168,0.05,37.0,37.0,True,0.02631578947368421,0.989247311827957,0.989247311827957,0.9787234042553191,1.0,0.9375,0.96875,0.0625,62.5,92,2,30,0,,,,,,,,,,,,,,,,,,,,,,,
