experiment,category,seed,method,fit_images,branch_calibration_images,threshold_calibration_images,total_normal_images,fit_and_score_seconds,rss_mb,memory_vectors,memory_bytes,patchcore_scoring_seconds,branch_upper_quantile,image_auroc,image_ap,pixel_auroc,pixel_ap,threshold,threshold_alpha,threshold_calibration_count,threshold_conformal_rank,threshold_is_finite,threshold_min_attainable_alpha,image_f1_conformal,image_f1_normal95,image_precision_conformal,image_recall_conformal,image_specificity_conformal,image_balanced_accuracy_conformal,normal_fpr_conformal,false_alarms_per_1000_normals,test_true_positive,test_false_positive,test_true_negative,test_false_negative,weight,normal_budget,upper_quantile,branch_calibration_fraction,translation_px,brightness,descriptor_channels,condition,translation_dx,translation_dy,border_mode,registration_dx,registration_dy,interior_image_auroc,interior_image_ap,interior_normal_fpr,interior_recall,valid_pixel_fraction,interior_grid_x0,interior_grid_x1,interior_grid_y0,interior_grid_y1,interior_grid_valid_cells,interior_grid_total_cells,interior_equivalent_pixel_x0,interior_equivalent_pixel_x1,interior_equivalent_pixel_y0,interior_equivalent_pixel_y1,normal_budget_requested,normal_budget_achieved,allocation_strategy,priority_target,priority_achieved
threshold_priority,bottle,20260714,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.013167625002097338,0.995,0.9936507936507936,0.998080818348845,0.9770928724785924,0.7144643718669006,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,20,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,bottle,20260714,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.013167625002097338,0.995,0.9944444444444444,0.9983368347338936,0.976812618737664,0.7082472859655637,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,20,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,bottle,20260715,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.01401787500071805,0.995,0.9952380952380951,0.9985443882433589,0.9760762024426175,0.7123939549716825,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,20,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,bottle,20260715,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.01401787500071805,0.995,0.9952380952380951,0.9985443882433589,0.9758878896730291,0.7069446290875882,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,20,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,bottle,20260716,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.017776542001229245,0.995,0.992063492063492,0.9974136069235119,0.9788322281192727,0.7210118690816578,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,20,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,bottle,20260716,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.017776542001229245,0.995,0.9912698412698412,0.9971301602114937,0.9785456248734771,0.7148167850483181,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,20,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,cable,20260714,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.030775749997701496,0.995,0.8043478260869567,0.8914103619211577,0.9420166481888067,0.49688100091557164,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,58,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,cable,20260714,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.030775749997701496,0.995,0.8052848575712146,0.8919863828874435,0.9420204358994804,0.4979854965333587,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,58,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,cable,20260715,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.0427819590040599,0.995,0.7974137931034483,0.8800111886158921,0.9460721873014164,0.5360529169156011,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,58,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,cable,20260715,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.0427819590040599,0.995,0.7962893553223389,0.8791660992933213,0.9460820512230312,0.5383558237136581,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,58,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,cable,20260716,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.03000774999964051,0.995,0.7897301349325337,0.8859939439543361,0.9487803321246688,0.5487965275217321,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,58,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,cable,20260716,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.03000774999964051,0.995,0.7955397301349326,0.8904534526175863,0.9488040367909116,0.5524345120688474,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,58,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,capsule,20260714,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.027668750000884756,0.995,0.600319106501795,0.8603594852707437,0.9476783509526977,0.17879095704412798,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,23,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,capsule,20260714,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.027668750000884756,0.995,0.603111288392501,0.8655095339829609,0.9477426497556023,0.18617246714294813,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,23,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,capsule,20260715,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.0328049580057268,0.995,0.6250498603909056,0.8946941322953805,0.9481722946507776,0.22154563919487336,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,23,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,capsule,20260715,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.0328049580057268,0.995,0.6238532110091743,0.8952419684803433,0.9481819554956858,0.22371934302267105,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,23,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,capsule,20260716,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.0716632080002455,0.995,0.6521739130434784,0.8977631918324929,0.9556215374996108,0.24741661133648252,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,23,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,capsule,20260716,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.0716632080002455,0.995,0.6617471080973275,0.9050868193891055,0.9556390140874241,0.2533779853995987,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,23,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,carpet,20260714,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.02224883300368674,0.995,0.8687800963081861,0.9535154436486761,0.9772532084716109,0.5796736659766314,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,28,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,carpet,20260714,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.02224883300368674,0.995,0.8679775280898876,0.9529178155620706,0.9772313057350154,0.5765603221014297,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,28,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,carpet,20260715,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.025157457996101584,0.995,0.8615569823434991,0.9521470942304677,0.9710629204763728,0.5224863488633392,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,28,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,carpet,20260715,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.025157457996101584,0.995,0.8607544141252007,0.9521873344618559,0.9710375861390173,0.5189919744567323,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,28,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,carpet,20260716,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.030861332998028956,0.995,0.8828250401284109,0.9599350517962155,0.9744446604999792,0.5403111399735019,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,28,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,carpet,20260716,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.030861332998028956,0.995,0.8824237560192616,0.9596469503845186,0.9744229889616768,0.5361538864736338,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,28,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,grid,20260714,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.011772290999942925,0.995,0.5162907268170426,0.7330729917673682,0.6994274662509266,0.01480456017950861,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,21,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,grid,20260714,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.011772290999942925,0.995,0.5162907268170426,0.7330729917673682,0.6994275146467499,0.014804697138661387,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,21,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,grid,20260715,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.018629625003086403,0.995,0.4720133667502089,0.6936858712945569,0.6974794245349851,0.016620986713344384,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,21,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,grid,20260715,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.018629625003086403,0.995,0.4728487886382623,0.6945121113890873,0.6974795136234078,0.016635055359912457,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,21,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,grid,20260716,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.017314916003670078,0.995,0.38763575605680867,0.702269302113919,0.7513692864960996,0.024947914681866523,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,21,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,grid,20260716,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.017314916003670078,0.995,0.38763575605680867,0.702269302113919,0.7513700560010919,0.024953032661269664,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,21,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,hazelnut,20260714,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.023652000003494322,0.995,0.8703571428571429,0.913533292772219,0.9590213089802393,0.39248006737857666,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,hazelnut,20260714,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.023652000003494322,0.995,0.8685714285714287,0.9106236662261447,0.9590190585702769,0.3920450751592936,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,hazelnut,20260715,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.02135337499930756,0.995,0.9342857142857143,0.9645314613940732,0.9682765164931169,0.43942916754279987,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,hazelnut,20260715,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.02135337499930756,0.995,0.9332142857142858,0.9629263929206169,0.9681995762780382,0.43159071902532,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,hazelnut,20260716,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.026862541999435052,0.995,0.9053571428571429,0.9359106413415341,0.9661465721809354,0.400464183186033,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,hazelnut,20260716,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.026862541999435052,0.995,0.9053571428571429,0.9359106413415341,0.9661442827829088,0.39989604906746223,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,leather,20260714,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.023133417002100032,0.995,0.9955842391304348,0.998409548847639,0.9920856812511335,0.44896416133442013,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,leather,20260714,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.023133417002100032,0.995,0.9972826086956521,0.9990491121129488,0.9917497655183726,0.43184383691186756,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,leather,20260715,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.03639975000260165,0.995,0.9952445652173914,0.9983497416111634,0.9920022353053993,0.44454087572971396,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,leather,20260715,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.03639975000260165,0.995,0.9962635869565217,0.9987203268752218,0.9917272877084207,0.43055496029480483,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,leather,20260716,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.031612292004865594,0.995,0.9928668478260869,0.9976469937936815,0.9917592074212476,0.455211279932577,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,leather,20260716,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.031612292004865594,0.995,0.9938858695652173,0.997963407984776,0.9913502614782577,0.4342337536331708,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,metal_nut,20260714,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.02317137499630917,0.995,0.6598240469208212,0.9029306192392887,0.9095517202147907,0.5601981877109333,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,metal_nut,20260714,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.02317137499630917,0.995,0.6632453567937439,0.9050480019471117,0.9095701533640871,0.5607558457453163,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,metal_nut,20260715,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.025415957999939565,0.995,0.8240469208211144,0.9561351225556005,0.9219859641724375,0.6034830265967209,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,metal_nut,20260715,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.025415957999939565,0.995,0.8250244379276638,0.9563271910266691,0.9219936019018262,0.6037155192223909,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,metal_nut,20260716,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.03632283300248673,0.995,0.6378299120234604,0.8842714506523603,0.9171635909171671,0.5506953762386495,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,metal_nut,20260716,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.03632283300248673,0.995,0.6358748778103617,0.8835602126689159,0.9171642244973522,0.5507221219916958,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,pill,20260714,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.025045333000889514,0.995,0.7624113475177305,0.9453146424707572,0.9461708974733796,0.4986041692513849,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,26,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,pill,20260714,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.025045333000889514,0.995,0.7594108019639935,0.9437438101084399,0.9461373558010614,0.4963346301949892,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,26,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,pill,20260715,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.027325208000547718,0.995,0.8442444080741953,0.9680258666614246,0.9416562742332635,0.5035514182414974,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,26,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,pill,20260715,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.027325208000547718,0.995,0.8450627386797599,0.968321551331381,0.9416201590261514,0.5020661048078722,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,26,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,pill,20260716,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.04065383299894165,0.995,0.7722313147845062,0.9510760236665377,0.9455167312970425,0.5483407734306521,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,26,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,pill,20260716,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.04065383299894165,0.995,0.7735951991271142,0.9519311340161615,0.9454220069268967,0.54276314999582,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,26,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,screw,20260714,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.025837417000730056,0.995,0.4640295142447223,0.7407720720366648,0.9120490287391607,0.015664685416430266,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,41,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,screw,20260714,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.025837417000730056,0.995,0.4638245542119287,0.7404013355067588,0.9120490292194173,0.015664685850278606,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,41,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,screw,20260715,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.031097416002012324,0.995,0.4275466284074606,0.7246424203987925,0.9066285369843338,0.013872246974753146,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,41,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,screw,20260715,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.031097416002012324,0.995,0.4275466284074606,0.7246424203987925,0.9066285733060793,0.013872273616843744,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,41,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,screw,20260716,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.035038624999288004,0.995,0.4047960647673704,0.7089748190921992,0.8733633624005788,0.010661227738122609,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,41,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,screw,20260716,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.035038624999288004,0.995,0.402951424472228,0.7074300442384566,0.8733628477370062,0.010661050559937798,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,41,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,tile,20260714,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.020997583997086622,0.995,0.9231601731601731,0.9714094917505829,0.9093413280718722,0.40456405214720415,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,tile,20260714,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.020997583997086622,0.995,0.9238816738816739,0.9716575901763309,0.9093423979485381,0.40418956799843153,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,tile,20260715,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.02123333299823571,0.995,0.9332611832611833,0.975489547268203,0.9084569814911231,0.4129121610335897,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,tile,20260715,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.02123333299823571,0.995,0.9314574314574315,0.9748776300033507,0.9084758616930348,0.4131937514802141,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,tile,20260716,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.03297287500026869,0.995,0.9361471861471861,0.9760845147250234,0.9113568812730874,0.41183357205607635,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,tile,20260716,patchcore_lite,12.0,2.0,2.0,,,,256,98304,0.03297287500026869,0.995,0.9347041847041847,0.9754052705943923,0.9113546168340048,0.4115910675026225,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
threshold_priority,toothbrush,20260714,freqpatch_lite,12.0,2.0,2.0,,,,256,98304,0.009115291002672166,0.995,0.7833333333333333,0.9160679411431669,0.9609055915040239,0.37490265022131897,,0.05,2.0,3.0,False,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,proportional,,False
