experiment,category,seed,method,fit_images,branch_calibration_images,threshold_calibration_images,total_normal_images,fit_and_score_seconds,rss_mb,memory_vectors,memory_bytes,patchcore_scoring_seconds,branch_upper_quantile,image_auroc,image_ap,pixel_auroc,pixel_ap,threshold,threshold_alpha,threshold_calibration_count,threshold_conformal_rank,threshold_is_finite,threshold_min_attainable_alpha,image_f1_conformal,image_f1_normal95,image_precision_conformal,image_recall_conformal,image_specificity_conformal,image_balanced_accuracy_conformal,normal_fpr_conformal,false_alarms_per_1000_normals,test_true_positive,test_false_positive,test_true_negative,test_false_negative,weight,normal_budget,upper_quantile,branch_calibration_fraction,translation_px,brightness,descriptor_channels,condition,translation_dx,translation_dy,border_mode,registration_dx,registration_dy,interior_image_auroc,interior_image_ap,interior_normal_fpr,interior_recall,valid_pixel_fraction,interior_grid_x0,interior_grid_x1,interior_grid_y0,interior_grid_y1,interior_grid_valid_cells,interior_grid_total_cells,interior_equivalent_pixel_x0,interior_equivalent_pixel_x1,interior_equivalent_pixel_y0,interior_equivalent_pixel_y1,normal_budget_requested,normal_budget_achieved,allocation_strategy,priority_target,priority_achieved
threshold_priority,grid,20260716,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.06008929199742852,0.995,0.5196324143692566,0.7305699006862383,0.8232504725350988,0.03936898284430055,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,21,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,hazelnut,20260714,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.0712797500018496,0.995,0.9732142857142857,0.9841552001059773,0.9746461760784463,0.4901908439330506,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,hazelnut,20260714,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.0712797500018496,0.995,0.9725,0.983326656895554,0.9746044668946586,0.4864712825770847,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,hazelnut,20260715,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.04996687499806285,0.995,0.9578571428571429,0.9766393518182337,0.9733329765271261,0.4845114749155976,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,hazelnut,20260715,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.04996687499806285,0.995,0.9557142857142857,0.9749794133571433,0.9732085608390417,0.4740699723867375,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,hazelnut,20260716,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.04684383299900219,0.995,0.9882142857142858,0.9933334001428814,0.974463286085446,0.49437722081369306,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,hazelnut,20260716,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.04684383299900219,0.995,0.9882142857142858,0.9933334001428814,0.974442593194587,0.49126726391908143,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,leather,20260714,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.07250383299833629,0.995,0.9972826086956521,0.9990277812308731,0.9924754388736718,0.46002683737147265,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,leather,20260714,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.07250383299833629,0.995,0.9969429347826086,0.9989430875499565,0.9920157137180164,0.4382686626116957,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,leather,20260715,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.18970212500425987,0.995,0.9962635869565217,0.9986561141073974,0.9927065980839112,0.46046757587482623,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,leather,20260715,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.18970212500425987,0.995,0.9969429347826086,0.9989133909311705,0.9922981314011049,0.44011521531857417,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,leather,20260716,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.053369707995443605,0.995,0.9966032608695652,0.9987705044071,0.992544734973298,0.4604481533586824,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,leather,20260716,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.053369707995443605,0.995,0.9983016304347826,0.9994026268418942,0.9921537351986004,0.44038021499971336,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,metal_nut,20260714,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.06144154200592311,0.995,0.9261974584555229,0.9818501996697753,0.9416382207942358,0.6833034528318783,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,metal_nut,20260714,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.06144154200592311,0.995,0.9261974584555229,0.9818501996697753,0.9416439142020452,0.6833988714347321,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,metal_nut,20260715,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.06132916700153146,0.995,0.9310850439882699,0.9848469361152687,0.9426302283485307,0.6854429339834275,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,metal_nut,20260715,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.06132916700153146,0.995,0.9310850439882699,0.9848469361152687,0.9426328910188161,0.685479574281335,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,metal_nut,20260716,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.0678816250001546,0.995,0.85386119257087,0.9630426979729234,0.9460816208912454,0.7027469730011316,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,metal_nut,20260716,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.0678816250001546,0.995,0.85386119257087,0.9630426979729234,0.946083341137454,0.7028038116494537,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,pill,20260714,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.06426345799991395,0.995,0.8660665575559193,0.9739336942227269,0.9550146455479116,0.6153155435077128,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,26,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,pill,20260714,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.06426345799991395,0.995,0.8663393344244408,0.973913049291922,0.9549569552858536,0.6112750537209577,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,26,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,pill,20260715,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.08234120799897937,0.995,0.8232405891980359,0.9636166984488264,0.9516552507372027,0.5637277982093255,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,26,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,pill,20260715,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.08234120799897937,0.995,0.8243316966721221,0.9639899942195436,0.9515721916179776,0.559220879854017,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,26,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,pill,20260716,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.08557129099790473,0.995,0.8333333333333334,0.9684462241407763,0.9526557653782687,0.5591997879393948,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,26,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,pill,20260716,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.08557129099790473,0.995,0.8338788870703764,0.9683425307351552,0.952540543313266,0.5527193785218412,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,26,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,screw,20260714,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.06326954100222792,0.995,0.5027669604427136,0.7444364638404697,0.9069816368797409,0.01695999769496097,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,41,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,screw,20260714,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.06326954100222792,0.995,0.5031768805083009,0.7445375646482468,0.9069820434294408,0.01696062984386957,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,41,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,screw,20260715,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.06468879200110678,0.995,0.41258454601352734,0.6940070534310381,0.9079436176334003,0.014991399887821938,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,41,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,screw,20260715,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.06468879200110678,0.995,0.41032998565279766,0.6891690734299469,0.9079405985344849,0.014987700015800173,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,41,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,screw,20260716,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.09085500000219326,0.995,0.4814511170321787,0.7498160932494033,0.914018951743357,0.016261641768515495,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,41,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,screw,20260716,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.09085500000219326,0.995,0.4814511170321787,0.7498160932494033,0.9140183990677851,0.016260693190822927,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,41,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,tile,20260714,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.06609058400499634,0.995,0.9314574314574314,0.9756097547355637,0.9145005398490336,0.4193571259027668,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,tile,20260714,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.06609058400499634,0.995,0.9314574314574314,0.9756097547355637,0.9145122304465163,0.41951169083258305,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,tile,20260715,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.05153674999746727,0.995,0.9321789321789323,0.9763767047871187,0.9179317355359434,0.42735782863416494,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,tile,20260715,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.05153674999746727,0.995,0.9321789321789323,0.9763767047871187,0.9179495458514304,0.4275923665942222,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,tile,20260716,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.07282945800398011,0.995,0.926046176046176,0.97378742585959,0.9189740642190967,0.42785673592634066,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,tile,20260716,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.07282945800398011,0.995,0.9242424242424242,0.9730016598881687,0.9189538954731814,0.4275977759047874,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,toothbrush,20260714,freqpatch_lite,42.0,9.0,9.0,,,,659,253056,0.025449624998145737,0.995,0.888888888888889,0.961061191700644,0.9800483334085553,0.45285771310860623,,0.05,9.0,10.0,False,0.1,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,60.0,proportional,,False
threshold_priority,toothbrush,20260714,patchcore_lite,42.0,9.0,9.0,,,,659,253056,0.025449624998145737,0.995,0.888888888888889,0.961061191700644,0.9802612505318817,0.4728607529626169,,0.05,9.0,10.0,False,0.1,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,60.0,proportional,,False
threshold_priority,toothbrush,20260715,freqpatch_lite,42.0,9.0,9.0,,,,659,253056,0.025743541002157144,0.995,0.9,0.9629329941384155,0.9809126927871292,0.46082166102247324,,0.05,9.0,10.0,False,0.1,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,60.0,proportional,,False
threshold_priority,toothbrush,20260715,patchcore_lite,42.0,9.0,9.0,,,,659,253056,0.025743541002157144,0.995,0.9,0.9629329941384155,0.9811734440422056,0.48600144392489986,,0.05,9.0,10.0,False,0.1,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,60.0,proportional,,False
threshold_priority,toothbrush,20260716,freqpatch_lite,42.0,9.0,9.0,,,,659,253056,0.025803124997764826,0.995,0.8777777777777778,0.9579700846367513,0.9797886129989509,0.4679327060933126,,0.05,9.0,10.0,False,0.1,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,60.0,proportional,,False
threshold_priority,toothbrush,20260716,patchcore_lite,42.0,9.0,9.0,,,,659,253056,0.025803124997764826,0.995,0.8777777777777778,0.9579700846367513,0.9800270403824125,0.49014891444432573,,0.05,9.0,10.0,False,0.1,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,60.0,proportional,,False
threshold_priority,transistor,20260714,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.0474077920007403,0.995,0.8595833333333335,0.849643677431781,0.8467071433941578,0.4566426706499608,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,transistor,20260714,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.0474077920007403,0.995,0.8600000000000001,0.8493579718981039,0.8467077941937554,0.4564516929236059,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,transistor,20260715,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.054488791996845976,0.995,0.8579166666666668,0.8655479852477339,0.8388578459688487,0.4518008284038714,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,transistor,20260715,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.054488791996845976,0.995,0.8545833333333334,0.8581418598284699,0.8388406600915989,0.4514134669584934,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,transistor,20260716,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.05387495900504291,0.995,0.7312499999999998,0.7411922822878513,0.834302439600838,0.4305296837783255,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,transistor,20260716,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.05387495900504291,0.995,0.7258333333333333,0.7341659398431798,0.8343004188447254,0.4303734269303485,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,wood,20260714,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.039324083998508286,0.995,0.9842105263157894,0.995322590182194,0.93196579516545,0.4338157531828151,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,19,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,wood,20260714,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.039324083998508286,0.995,0.9842105263157894,0.995322590182194,0.9318618523360138,0.431687079669792,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,19,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,wood,20260715,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.03680366699700244,0.995,0.9885964912280701,0.9965713684189587,0.9258942413638442,0.4226586622941398,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,19,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,wood,20260715,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.03680366699700244,0.995,0.9885964912280701,0.9965713684189587,0.9256848701697086,0.4194890601439387,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,19,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,wood,20260716,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.03394920899881981,0.995,0.9850877192982457,0.9954775942637607,0.9283376803042453,0.4196060877667641,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,19,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,wood,20260716,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.03394920899881981,0.995,0.9850877192982457,0.9954775942637607,0.9281980034547432,0.4169058661681221,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,19,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,zipper,20260714,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.07914808299392462,0.995,0.7657563025210085,0.9084723596934001,0.9406169855371784,0.2696241870711865,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,zipper,20260714,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.07914808299392462,0.995,0.7678571428571429,0.9113328049843639,0.940635377387062,0.27264751880708965,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,zipper,20260715,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.07938825000019278,0.995,0.836922268907563,0.9346192186200364,0.9393401626892783,0.2936873216130267,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,zipper,20260715,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.07938825000019278,0.995,0.8350840336134454,0.9344750386414329,0.9393483512930954,0.2963656443921713,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,zipper,20260716,freqpatch_lite,44.0,10.0,10.0,,,,690,264960,0.06109704199479893,0.995,0.8198529411764706,0.9322482059946903,0.9419871229258956,0.3101732663978931,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,zipper,20260716,patchcore_lite,44.0,10.0,10.0,,,,690,264960,0.06109704199479893,0.995,0.8198529411764706,0.9319006568270316,0.9420078983365526,0.3136804441873939,,0.05,10.0,11.0,False,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,32,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,proportional,,False
threshold_priority,bottle,20260714,freqpatch_lite,35.0,10.0,19.0,,,,549,210816,0.03667045800102642,0.995,0.9944444444444445,0.9982347877410014,0.9824101427035077,0.7321118069981412,3.0125465393066406,0.05,19.0,19.0,True,0.05,0.9586776859504132,0.9586776859504132,1.0,0.9206349206349206,1.0,0.9603174603174602,0.0,0.0,58,0,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,threshold_prioritized,19.0,True
threshold_priority,bottle,20260714,patchcore_lite,35.0,10.0,19.0,,,,549,210816,0.03667045800102642,0.995,0.9936507936507937,0.9979657535736621,0.9819404142138224,0.7242892565105543,2.7817325592041016,0.05,19.0,19.0,True,0.05,0.9411764705882353,0.9411764705882353,1.0,0.8888888888888888,1.0,0.9444444444444444,0.0,0.0,56,0,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,threshold_prioritized,19.0,True
threshold_priority,bottle,20260715,freqpatch_lite,35.0,10.0,19.0,,,,549,210816,0.0449294580030255,0.995,0.9984126984126984,0.9995000314940792,0.9825655199024653,0.7359321572856011,1.1644718647003174,0.05,19.0,19.0,True,0.05,0.9921259842519685,0.9921259842519685,0.984375,1.0,0.95,0.975,0.05,50.0,63,1,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,threshold_prioritized,19.0,True
threshold_priority,bottle,20260715,patchcore_lite,35.0,10.0,19.0,,,,549,210816,0.0449294580030255,0.995,0.9984126984126984,0.9995000314940792,0.9821824044335312,0.728551644563614,1.1644718647003174,0.05,19.0,19.0,True,0.05,0.9921259842519685,0.9921259842519685,0.984375,1.0,0.95,0.975,0.05,50.0,63,1,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,threshold_prioritized,19.0,True
threshold_priority,bottle,20260716,freqpatch_lite,35.0,10.0,19.0,,,,549,210816,0.0426332499991986,0.995,0.9976190476190476,0.9992440151090305,0.9824481366071801,0.731412429947369,3.0321249961853027,0.05,19.0,19.0,True,0.05,0.9586776859504132,0.9586776859504132,1.0,0.9206349206349206,1.0,0.9603174603174602,0.0,0.0,58,0,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,threshold_prioritized,19.0,True
